product_name,wine_type,flavor,location,available_qty
"Вино Palmira Tempranillo, aged 6 months in oak barrels 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилья и Леон",
"Вино Botter, La Casada Merlot, Veneto IGT 0.75 л","Красное,  Сухое",Мерло,"Италия,  Венето",
Вино Moinho de Sula Tinto 0.75 л,"Красное,  Сухое","Турига Насьональ,  Бага,  Арагонеш,  Каштелау",Португалия,
"Вино Entre Dos Santos Tinto, Bairrada DOC 2012 0.75 л","Красное,  Сухое","Мерло,  Бага,  Каштелау","Португалия,  Байррада",
Вино Sal de Fiesta El Gallito 0.75 л,"Красное,  Сухое",Мерло,"Испания,  Кастилья и Леон",
"Вино La Cacciatora Merlot, Veneto IGT 0.75 л","Красное,  Сухое",Мерло,"Италия,  Венето",
Вино Sal de Fiesta The Man Eater 0.75 л,"Красное,  Сухое",Сира,"Испания,  Кастилья и Леон",
Вино Casa del Tiempo Merlot 0.75 л,"Красное,  Сухое",Мерло,"Испания,  Кастилья и Леон",
"Вино Cantina Produttori Cormons, Cabernet, Venezia Giulia IGT 2014 0.75 л","Красное,  Сухое",Каберне Фран,"Италия,  Фриули-Венеция-Джулия,  Венеция Джулия",
"Вино El Torito Feliz Tinto Seco, bag-in-box 2 л","Красное,  Сухое",Красные сорта винограда,"Россия,  Краснодарский край",
"Вино Фанагория, Автохтон Цимлянский Черный 0.75 л","Красное,  Сухое",Цимлянский черный,"Россия,  Краснодарский край",
"Вино Cantina Produttori Cormons, Merlot, Venezia Giulia IGT 2016 0.75 л","Красное,  Сухое",Мерло,"Италия,  Фриули-Венеция-Джулия,  Венеция Джулия",
"Вино Кубань-Вино, Цимлянский черный 0.75 л","Красное,  Сухое",Цимлянский черный,"Россия,  Краснодарский край",
Вино Ланца Тинто 0.7 л,"Красное,  Сухое",Красные сорта винограда,"Россия,  Краснодарский край",
"Вино Ca' Montebello, Buttafuoco, Oltrepo Pavese DOC 2016 0.75 л","Красное,  Сухое","Барбера,  Кроатина","Италия,  Ломбардия,  Провинция ди Павия",
"Вино Vinas del Cenit, Villano, Castilla y Leon DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилья и Леон",
Вино Palmira Tempranillo 0.75 л,"Красное,  Сухое",Темпранильо,"Испания,  Кастилья и Леон",
"Вино Campagnola, Villa Rocca Merlot, Veneto IGT 0.75 л","Красное,  Сухое",Мерло,"Италия,  Венето",
"Вино Casal da Coelheira, Terracos do Tejo Tinto 0.75 л","Красное,  Сухое","Сира,  Арагонеш,  Каштелау",Португалия,
Вино El Torito Feliz Tinto Seco 0.75 л,"Красное,  Сухое",Красные сорта винограда,"Россия,  Краснодарский край",
"Вино Union de Producteurs de Saint-Emilion, Place Royalle Rouge, Bordeaux AOC 0.75 л","Красное,  Сухое","Каберне Совиньон,  Каберне Фран,  Мерло","Франция,  Бордо",
"Вино Alteno Merlot, Veneto IGT 0.75 л","Красное,  Сухое",Мерло,"Италия,  Венето",
"Вино Mano a Mano, Castilla-La Mancha VdT 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча",
"Вино Dominio de Eguren, Torre Abalde Tinto 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча",
"Вино Cosecheros y Criadores, Candidato Tempranillo 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Страна Басков",
"Вино Chateau Bellevue Rougier, Bordeaux AOC 0.75 л","Красное,  Сухое","Каберне Совиньон,  Каберне Фран,  Мерло","Франция,  Бордо",
Вино Chateau de Lavison 0.75 л,"Красное,  Сухое","Каберне Совиньон,  Каберне Фран,  Мерло","Франция,  Бордо,  Медок",
"Вино Фанагория, Номерной Резерв Цимлянский Черный 0.75 л","Красное,  Сухое",Цимлянский черный,"Россия,  Краснодарский край",
"Вино Sanvigilio Merlot, delle Venezie IGT 2015 0.75 л","Красное,  Сухое",Мерло,"Италия,  Трентино-Альто Адидже,  Альто Адидже",
"Вино Roc du Prince Rouge, Bordeaux AOC 0.75 л","Красное,  Сухое","Каберне Совиньон,  Мерло","Франция,  Бордо",
"Вино Cosecheros y Criadores, Candidato Tempranillo 6 Meses en Barrica 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Страна Басков",
Вино Caracter Shiraz-Malbec 2019 0.75 л,"Красное,  Сухое","Мальбек,  Шираз","Аргентина,  Мендоса,  Лухан де Куйо",
"Вино Marquis d'Orlean Merlot Sec, Pays d'Oc IGP 0.75 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
"Вино MontGras, Estate Merlot 2016 0.75 л","Красное,  Сухое","Каберне Совиньон,  Мерло","Чили,  Центральная Долина,  Кольчагуа",
"Вино Selecciones Aviva Espana, Filon, Calatayud DO 0.75 л","Красное,  Сухое",Гренаш/Гарнача,"Испания,  Арагон,  Калатаюд",
"Вино Covides, Ferriol Tinto, Penedes DO 0.75 л","Красное,  Сухое","Мерло,  Темпранильо","Испания,  Каталония,  Пенедес",
"Вино Botter, La Casada Sangiovese, Rubicone IGT 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Эмилия-Романья,  Рубиконе",
"Вино Simonsig, Cabernet Sauvignon-Shiraz 2018 0.75 л","Красное,  Сухое","Каберне Совиньон,  Шираз","ЮАР,  Западный Кейп,  Стелленбош",
"Вино Cellier des Dauphins, Prestige Rouge, Cotes du Rhone AOC 0.75 л","Красное,  Сухое","Сира,  Гренаш/Гарнача","Франция,  Долина Роны,  Кот-дю-Рон",
"Вино Beso de Vino Selecciоn, Carinena DO 0.75 л","Красное,  Сухое","Сира,  Гренаш/Гарнача","Испания,  Сарагоса,  Кариньена",
"Вино Botter, Sentina Bardolino DOC 0.75 л","Красное,  Сухое","Корвина,  Молинара,  Рондинелла","Италия,  Венето,  Бардолино",
"Вино San Valero Tinto, Carinena DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Сарагоса,  Кариньена",
"Вино Calcada, Lago Tinto, Douro DOC 0.75 л","Красное,  Сухое","Турига Насьональ,  Тинта Баррока,  Тинта Рориз,  Турига Франсеса/Турига Франка","Португалия,  Дору",
"Вино Castellare di Castellina, Vignatorta, Chianti DOCG 2016 0.75 л","Красное,  Сухое","Санджовезе,  Мальвазия Нера,  Канайоло","Италия,  Тоскана,  Кьянти",
"Вино Cantine San Giorgio, Pausania Malvasia Nera, Salento IGP 2013 0.75 л","Красное,  Сухое",Мальвазия Нера,"Италия,  Апулия,  Пулья",
"Вино Artero Crianza, La Mancha DO 0.75 л","Красное,  Сухое","Сира,  Темпранильо,  Мерло","Испания,  Ла Манча",
"Вино Tarapaca, Cabernet Sauvignon 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Долина Маипо",
"Вино Cecchi, Monteguelfo Chianti DOCG 2018 0.75 л","Красное,  Сухое","Санджовезе,  Колорино,  Канайоло","Италия,  Тоскана,  Кьянти",
"Вино Uggiano, Prestige Chianti DOCG 0.75 л","Красное,  Сухое","Санджовезе,  Канайоло","Италия,  Тоскана,  Кьянти",
"Вино Bisquertt, Petirrojo Reserva, Cabernet Sauvignon, Colchagua Valley DO 2015 0.375 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Covinas, Tina & Tito, Utiel-Requena DOP 0.75 л","Красное,  Сухое",Бобаль,"Испания,  Валенсия,  Утель-Рекена",
"Вино Cantine San Giorgio, Leonida, Aglianico Salento IGP 2015 0.75 л","Красное,  Сухое",Альянико,"Италия,  Апулия,  Пулья",
"Вино Bernard Magrez, Bleu de Mer Rouge, Vin de Pays d'Oc IGP 2017 0.75 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
"Вино Catena Zapata, Alamos Malbec, Mendoza 2018 0.375 л","Красное,  Сухое",Мальбек,"Аргентина,  Мендоса,  Долина Уко",
"Вино Bodega La Rural, San Felipe Tinto 2017 0.75 л","Красное,  Сухое","Каберне Совиньон,  Мальбек,  Мерло","Аргентина,  Мендоса",
"Вино Symington, Altano Tinto, Douro DOC 2014 0.75 л","Красное,  Сухое","Турига Франсеса/Турига Франка,  Тинта Баррока,  Тинта Рориз","Португалия,  Дору",
"Вино Botter, Bardolino DOC 2017 0.75 л","Красное,  Сухое","Корвина,  Молинара,  Рондинелла","Италия,  Венето,  Бардолино",
"Вино Chateau La Garenne, Bordeaux AOC 0.75 л","Красное,  Сухое","Каберне Совиньон,  Каберне Фран,  Мерло","Франция,  Бордо",
